Date,Open,High,Low,Close,Volume,Adj Close
2012-08-16,577.12,589.88,576.68,586.79,1306600,586.79
2012-08-17,588.5,592.24,582.61,588.78,1060400,588.78
2012-08-20,585.0,587.62,580.0,586.61,903600,586.61
2012-08-21,588.92,599.85,579.81,585.76,1067400,585.76
2012-08-22,585.16,593.31,583.0,591.04,637600,591.04
2012-08-23,590.87,597.57,590.17,593.53,983700,593.53
2012-08-24,591.2,598.5,586.64,593.18,939700,593.18
2012-08-27,593.81,594.95,587.56,588.4,516100,588.4
2012-08-28,588.0,591.87,585.1,590.12,429600,590.12
2012-08-29,591.82,606.63,591.02,603.21,982200,603.21
2012-08-30,599.72,610.28,599.51,603.6,786200,603.6
2012-08-31,606.47,610.23,598.01,604.57,919200,604.57
2012-09-04,604.25,606.49,595.0,596.89,736200,596.89
2012-09-05,597.5,601.72,594.45,595.18,480800,595.18
2012-09-06,599.57,609.24,597.26,604.0,1055600,604.0
2012-09-07,612.5,622.89,612.11,621.55,1627000,621.55
2012-09-10,620.97,624.5,607.46,608.32,907700,608.32
2012-09-11,608.6,621.25,606.11,617.76,899000,617.76
2012-09-12,620.0,628.49,615.95,619.95,641300,619.95
2012-09-13,619.95,629.78,617.68,626.93,758100,626.93
2012-09-14,628.15,645.06,627.84,637.48,1503000,637.48
2012-09-17,636.85,646.08,634.61,643.35,1156900,643.35
2012-09-18,640.35,649.3,638.05,640.73,724500,640.73
2012-09-19,641.01,644.17,636.55,639.03,529400,639.03
2012-09-20,635.69,635.89,629.58,633.77,557300,633.77
2012-09-21,640.17,643.0,634.61,636.15,1096700,636.15
2012-09-24,631.81,633.66,628.15,631.18,465500,631.18
2012-09-25,631.76,649.0,631.5,631.75,947700,631.75
2012-09-26,631.12,636.38,617.32,622.09,953300,622.09
2012-09-27,625.7,633.91,622.42,630.52,686300,630.52
2012-09-28,628.0,629.3,617.59,619.07,914300,619.07
2012-10-01,620.74,626.11,618.66,624.86,792300,624.86
2012-10-02,627.9,628.67,611.44,616.28,898100,616.28
2012-10-03,618.55,625.3,614.18,622.82,607400,622.82
2012-10-04,624.96,637.58,623.12,635.04,746000,635.04
2012-10-05,638.47,643.88,628.19,631.89,939100,631.89
2012-10-08,627.55,632.93,622.15,630.96,486800,630.96
2012-10-09,629.76,634.06,617.16,617.89,688000,617.89
2012-10-10,619.31,619.31,599.71,602.41,1320800,602.41
2012-10-11,610.11,610.69,590.66,598.14,1249300,598.14
2012-10-12,589.75,596.05,588.9,593.15,801300,593.15
2012-10-15,594.0,601.8,585.25,601.02,624900,601.02
2012-10-16,605.04,608.88,595.76,597.77,722200,597.77
2012-10-17,597.68,606.65,593.62,598.24,701100,598.24
2012-10-18,598.23,599.1,570.68,582.38,1455600,582.38
2012-10-19,578.6,578.61,555.47,560.5,2024200,560.5
2012-10-22,559.1,574.55,557.94,567.2,851000,567.2
2012-10-23,555.0,575.0,553.97,569.04,780000,569.04
2012-10-24,573.3,574.47,560.4,563.67,670200,563.67
2012-10-25,568.62,570.71,556.45,557.87,1015600,557.87
2012-10-26,582.0,589.44,572.6,579.46,1953800,579.46
2012-10-31,579.25,579.33,569.05,573.77,774900,573.77
2012-11-01,574.9,586.84,568.62,586.1,1275400,586.1
2012-11-02,650.06,657.6,634.04,634.74,2513000,634.74
2012-11-05,634.8,635.97,627.34,634.79,807600,634.79
2012-11-06,636.0,645.88,634.0,644.9,756500,644.9
2012-11-07,639.3,643.0,628.13,634.61,785000,634.61
2012-11-08,632.35,640.65,627.11,627.87,676400,627.87
2012-11-09,618.5,632.59,616.04,625.87,1250800,625.87
2012-11-12,629.1,635.75,626.0,633.43,578700,633.43
2012-11-13,629.36,640.93,628.4,630.31,555300,630.31
2012-11-14,634.03,635.21,615.77,616.4,730400,616.4
2012-11-15,614.99,622.5,611.55,617.52,649200,617.52
2012-11-16,616.94,623.69,611.3,614.78,883300,614.78
2012-11-19,624.54,629.0,620.79,625.5,510000,625.5
2012-11-20,627.52,639.0,624.69,635.58,576900,635.58
2012-11-21,636.23,643.49,634.85,639.58,364900,639.58
2012-11-23,642.03,643.09,636.78,641.91,196700,641.91
2012-11-26,640.87,643.5,636.56,639.99,287400,639.99
2012-11-27,638.86,644.92,633.85,636.75,444600,636.75
2012-11-28,635.92,659.89,632.78,658.05,817200,658.05
2012-11-29,661.25,672.44,660.0,665.74,1087600,665.74
2012-11-30,663.24,666.3,656.66,663.19,645600,663.19
2012-12-03,670.0,679.23,665.88,667.8,879000,667.8
2012-12-04,665.5,668.98,659.51,663.81,470200,663.81
2012-12-05,664.38,667.6,654.13,664.23,449800,664.23
2012-12-06,664.0,670.36,658.01,664.14,447400,664.14
2012-12-07,667.0,672.95,656.65,659.1,542600,659.1
2012-12-10,645.89,649.99,623.1,625.96,1221800,625.96
2012-12-11,631.01,634.4,621.09,623.22,845800,623.22
2012-12-12,626.5,631.98,623.42,624.73,690100,624.73
2012-12-13,625.51,628.32,607.55,613.08,749400,613.08
2012-12-14,610.32,617.93,609.43,613.54,393400,613.54
2012-12-17,613.03,617.9,606.45,616.87,538800,616.87
2012-12-18,620.3,634.72,618.52,632.74,664900,632.74
2012-12-19,632.74,638.64,626.0,627.23,597100,627.23
2012-12-20,628.98,633.85,622.86,630.83,309200,630.83
2012-12-21,622.63,625.64,612.12,618.88,936900,618.88
2012-12-24,614.36,619.01,612.25,617.34,178000,617.34
2012-12-26,615.16,617.46,600.39,602.37,489100,602.37
2012-12-27,604.43,612.34,597.15,610.03,410900,610.03
2012-12-28,606.6,614.24,604.1,608.88,362900,608.88
2012-12-31,607.15,623.0,601.5,620.39,584600,620.39
2013-01-02,637.83,641.93,627.67,638.4,681000,638.4
2013-01-03,652.59,659.0,645.87,648.73,925600,648.73
2013-01-04,648.25,649.87,642.0,648.41,404500,648.41
2013-01-07,648.0,659.99,644.37,657.38,557200,657.38
2013-01-08,657.72,662.98,654.3,657.42,455600,657.42
2013-01-09,655.92,658.23,650.18,651.59,306900,651.59
2013-01-10,655.24,657.83,645.55,653.62,385600,653.62
2013-01-11,653.48,657.38,650.35,655.49,368200,655.49
2013-01-14,657.77,667.87,657.25,662.92,523700,662.92
2013-01-15,658.38,665.79,653.54,663.35,397900,663.35
2013-01-16,661.1,671.0,658.25,667.84,396500,667.84
2013-01-17,670.73,675.3,661.34,669.89,547300,669.89
2013-01-18,669.97,677.08,668.55,672.72,598600,672.72
2013-01-22,671.5,678.88,668.51,671.27,552300,671.27
2013-01-23,674.91,675.99,668.11,672.26,365300,672.26
2013-01-24,671.84,681.72,670.87,679.55,630600,679.55
2013-01-25,682.0,719.37,681.05,718.82,1573100,718.82
2013-01-28,718.65,721.96,700.4,704.98,925600,704.98
2013-01-29,703.16,710.58,694.02,700.29,528800,700.29
2013-01-30,701.9,705.43,694.0,695.09,429000,695.09
2013-01-31,675.96,687.34,673.72,685.47,1053800,685.47
2013-02-01,693.12,698.03,684.68,685.56,915100,685.56
2013-02-04,681.86,686.01,678.73,679.29,507200,679.29
2013-02-05,683.89,697.78,683.02,691.57,548600,691.57
2013-02-06,693.77,704.17,690.0,694.1,652200,694.1
2013-02-07,694.1,697.46,679.65,690.69,444400,690.69
2013-02-08,693.55,702.04,691.47,700.83,468400,700.83
2013-02-11,699.68,700.0,692.16,696.11,301600,696.11
2013-02-12,696.8,705.77,695.37,703.38,487100,703.38
2013-02-13,703.0,708.0,698.9,704.17,334000,704.17
2013-02-14,699.95,707.99,697.66,705.62,345700,705.62
2013-02-15,704.2,706.23,698.5,702.26,669800,702.26
2013-02-19,703.16,707.57,700.52,703.47,476700,703.47
2013-02-20,705.21,707.57,687.64,688.2,573400,688.2
2013-02-21,688.5,690.56,675.11,683.33,1109600,683.33
2013-02-22,688.5,689.9,680.92,684.7,543100,684.7
2013-02-25,686.94,692.79,671.54,671.54,713300,671.54
2013-02-26,671.65,680.5,665.05,678.49,1314600,678.49
2013-02-27,709.05,712.5,692.0,695.91,2010300,695.91
2013-02-28,696.3,697.72,680.69,689.11,1088200,689.11
2013-03-01,689.05,698.77,683.68,695.62,1009200,695.62
2013-03-04,694.55,714.71,692.47,714.01,890600,714.01
2013-03-05,716.0,723.05,715.3,718.41,708000,718.41
2013-03-06,721.07,728.7,717.03,718.9,492100,718.9
2013-03-07,722.15,723.74,716.53,719.03,462700,719.03
2013-03-08,722.06,724.3,716.02,720.92,470800,720.92
2013-03-11,721.01,725.92,719.79,725.07,459700,725.07
2013-03-12,723.0,727.38,714.56,722.04,523600,722.04
2013-03-13,723.0,723.73,714.53,715.53,376200,715.53
2013-03-14,715.4,717.8,708.86,713.15,383400,713.15
2013-03-15,711.61,716.44,711.06,713.5,697900,713.5
2013-03-18,706.43,707.62,694.9,696.81,597400,696.81
2013-03-19,697.53,702.69,679.71,684.15,940600,684.15
2013-03-20,689.68,691.22,685.53,687.58,379200,687.58
2013-03-21,688.44,699.49,683.51,683.99,537100,683.99
2013-03-22,689.36,697.92,686.0,697.91,557500,697.91
2013-03-25,700.02,703.5,693.3,695.64,370500,695.64
2013-03-26,697.88,700.0,693.24,694.59,278800,694.59
2013-03-27,687.6,695.53,682.5,694.86,407200,694.86
2013-03-28,694.3,694.8,686.01,688.16,539700,688.16
2013-04-01,689.08,697.92,686.81,695.76,578700,695.76
2013-04-02,701.49,706.0,698.52,705.91,512300,705.91
2013-04-03,706.24,707.27,697.11,698.72,505800,698.72
2013-04-04,698.0,702.13,689.0,701.35,469900,701.35
2013-04-05,693.22,697.76,687.42,693.31,481200,693.31
2013-04-08,691.76,696.81,688.1,696.53,292900,696.53
2013-04-09,696.0,700.71,690.65,696.13,321300,696.13
2013-04-10,699.05,719.71,697.24,718.94,652100,718.94
2013-04-11,720.91,735.29,718.72,733.99,725000,733.99
2013-04-12,732.77,745.24,722.45,743.11,972700,743.11
2013-04-15,733.45,735.63,710.93,711.38,814400,711.38
2013-04-16,719.62,723.31,713.48,720.7,493600,720.7
2013-04-17,714.99,716.02,702.4,708.8,606500,708.8
2013-04-18,707.07,707.36,683.54,690.01,800400,690.01
2013-04-19,686.93,697.9,682.31,683.57,831800,683.57
2013-04-22,685.01,691.59,677.72,690.87,520200,690.87
2013-04-23,692.75,707.41,692.46,702.35,468000,702.35
2013-04-24,702.98,704.53,693.72,700.8,280900,700.8
2013-04-25,705.0,720.5,703.5,711.22,561000,711.22
2013-04-26,705.93,710.71,693.92,701.19,740000,701.19
2013-04-29,704.49,709.05,697.06,699.43,572900,699.43
2013-04-30,698.55,702.73,693.49,695.99,484200,695.99
2013-05-01,696.56,700.0,691.1,694.06,454300,694.06
2013-05-02,693.75,712.6,693.75,707.95,617900,707.95
2013-05-03,717.43,728.54,716.85,724.77,662900,724.77
2013-05-06,723.5,730.95,722.7,726.71,405900,726.71
2013-05-07,730.96,730.99,717.9,725.05,314700,725.05
2013-05-08,726.22,736.0,726.11,735.27,461800,735.27
2013-05-09,735.0,744.98,728.72,737.5,1053800,737.5
2013-05-10,742.0,769.67,742.0,765.41,2110500,765.41
2013-05-13,761.0,779.25,758.37,777.44,786200,777.44
2013-05-14,776.04,794.0,776.04,791.14,1015500,791.14
2013-05-15,790.05,808.51,789.95,805.75,927600,805.75
2013-05-16,806.0,811.48,797.5,800.08,898400,800.08
2013-05-17,805.03,814.58,802.18,813.66,784100,813.66
2013-05-20,825.7,842.75,824.19,842.5,1331200,842.5
2013-05-21,842.9,847.33,825.06,825.96,1115800,825.96
2013-05-22,803.45,820.72,795.31,798.03,1857200,798.03
2013-05-23,789.0,805.65,784.32,803.6,906700,803.6
2013-05-24,797.65,804.18,795.55,801.12,437900,801.12
2013-05-28,811.8,819.99,801.31,804.33,653300,804.33
2013-05-29,796.12,801.68,789.45,792.27,548600,792.27
2013-05-30,795.0,816.4,792.27,807.54,1258800,807.54
2013-05-31,805.77,819.98,802.87,803.93,826200,803.93
2013-06-03,805.15,805.86,788.26,802.62,626800,802.62
2013-06-04,800.76,811.0,794.05,798.69,533300,798.69
2013-06-05,797.95,809.0,795.0,795.5,539000,795.5
2013-06-06,794.85,806.03,787.0,805.9,582700,805.9
2013-06-07,810.18,819.24,805.11,816.45,693100,816.45
2013-06-10,819.21,825.0,815.06,823.45,524700,823.45
2013-06-11,815.32,821.67,809.33,813.42,551200,813.42
2013-06-12,821.48,821.58,802.67,807.9,580700,807.9
2013-06-13,805.43,815.89,803.49,814.82,460500,814.82
2013-06-14,812.6,817.49,810.47,815.75,572400,815.75
2013-06-17,822.0,831.09,818.6,825.54,822500,825.54
2013-06-18,829.08,839.45,826.52,834.82,634300,834.82
2013-06-19,834.0,839.67,827.52,828.55,591300,828.55
2013-06-20,822.5,830.38,812.45,815.69,873300,815.69
2013-06-21,820.74,823.86,805.22,813.05,1026100,813.05
2013-06-24,805.25,812.0,791.15,805.01,869100,805.01
2013-06-25,813.68,817.55,805.03,809.57,476300,809.57
2013-06-26,815.8,823.86,814.45,819.56,583600,819.56
2013-06-27,825.5,828.06,819.9,822.39,533400,822.39
2013-06-28,819.73,830.0,819.73,826.67,509400,826.67
2013-07-01,832.0,844.99,831.11,840.73,529200,840.73
2013-07-02,843.11,854.6,838.2,841.06,453200,841.06
2013-07-03,836.48,847.33,836.1,845.4,193800,845.4
2013-07-05,850.49,856.12,840.0,855.16,462300,855.16
2013-07-08,874.66,889.4,872.2,888.63,1161700,888.63
2013-07-09,891.5,900.4,880.1,897.06,908400,897.06
2013-07-10,894.43,897.0,886.49,892.32,522100,892.32
2013-07-11,900.85,912.86,895.6,910.35,816700,910.35
2013-07-12,908.71,920.92,907.48,920.39,663400,920.39
2013-07-15,922.5,926.4,910.7,911.66,581200,911.66
2013-07-16,915.0,916.12,892.14,902.05,675700,902.05
2013-07-17,904.77,912.8,900.02,906.68,538900,906.68
2013-07-18,903.4,904.0,893.01,899.6,502100,899.6
2013-07-19,900.52,900.52,889.0,896.29,718500,896.29
2013-07-22,901.1,908.0,898.32,900.48,469000,900.48
2013-07-23,903.2,906.95,890.8,895.79,367600,895.79
2013-07-24,901.37,905.64,892.1,894.02,445600,894.02
2013-07-25,902.69,919.39,900.61,912.0,957600,912.0
2013-07-26,885.66,907.25,884.0,900.08,1020500,900.08
2013-07-29,900.59,904.69,886.67,888.11,444800,888.11
2013-07-30,894.72,898.73,881.0,886.86,491100,886.86
2013-07-31,890.17,890.17,875.19,875.67,654300,875.67
2013-08-01,885.74,906.53,883.28,904.35,1007800,904.35
2013-08-02,907.24,913.82,899.24,908.36,673800,908.36
2013-08-05,914.9,930.74,910.26,928.58,704500,928.58
2013-08-06,935.66,940.0,923.36,935.38,934000,935.38
2013-08-07,931.79,932.72,912.73,927.58,869600,927.58
2013-08-08,936.05,937.0,915.93,933.75,1329400,933.75
2013-08-09,992.03,994.98,969.45,969.89,2619700,969.89
2013-08-12,966.32,969.66,956.9,958.02,714100,958.02
2013-08-13,960.43,963.37,948.99,953.61,670500,953.61
2013-08-14,950.23,958.97,938.98,940.0,835700,940.0
2013-08-15,935.23,943.41,928.8,938.79,823200,938.79
2013-08-16,940.2,949.0,937.01,940.07,820700,940.07
2013-08-19,934.0,947.0,931.9,933.13,467000,933.13
2013-08-20,933.47,942.15,932.62,932.77,342300,932.77
2013-08-21,936.49,951.0,932.0,940.2,537200,940.2
2013-08-22,945.29,954.43,943.51,952.15,369200,952.15
2013-08-23,956.5,956.87,951.1,954.23,378600,954.23
2013-08-26,952.31,961.24,948.72,949.54,342000,949.54
2013-08-27,939.65,944.27,932.11,935.6,484600,935.6
2013-08-28,935.77,939.13,930.82,934.61,306700,934.61
2013-08-29,932.99,946.89,932.99,940.65,331500,940.65
2013-08-30,942.0,946.27,935.07,938.53,383100,938.53
2013-09-03,949.4,953.65,940.84,942.83,441600,942.83
2013-09-04,945.0,952.62,937.21,952.45,444000,952.45
2013-09-05,950.91,962.96,950.52,957.8,317800,957.8
2013-09-06,962.42,965.0,946.51,959.15,592100,959.15
2013-09-09,961.5,968.44,959.21,965.66,391700,965.66
2013-09-10,970.75,979.93,968.56,977.5,407500,977.5
2013-09-11,977.42,985.77,970.84,981.56,348700,981.56
2013-09-12,979.23,982.13,968.08,969.79,310900,969.79
2013-09-13,971.7,971.7,960.17,966.82,552700,966.82
2013-09-16,979.9,979.99,965.89,967.74,451300,967.74
2013-09-17,965.97,973.42,962.1,970.24,279100,970.24
2013-09-18,967.26,1001.0,967.02,995.09,671200,995.09
2013-09-19,997.48,1003.31,989.03,1000.62,539700,1000.62
2013-09-20,1000.8,1007.15,998.08,1003.01,609800,1003.01
2013-09-23,1000.0,1008.5,986.06,996.76,445000,996.76
2013-09-24,997.73,1013.63,989.26,1005.99,531200,1005.99
2013-09-25,1007.4,1008.77,996.18,997.32,335900,997.32
2013-09-26,1002.44,1014.22,999.48,1011.61,378800,1011.61
2013-09-27,1007.69,1019.95,1005.1,1014.97,447300,1014.97
2013-09-30,1008.93,1017.49,1003.1,1010.95,467900,1010.95
2013-10-01,1008.02,1039.31,1008.02,1038.27,598600,1038.27
2013-10-02,1035.64,1073.0,1035.0,1067.38,1154700,1067.38
2013-10-03,1065.62,1074.89,1043.31,1049.31,726900,1049.31
2013-10-04,1051.99,1064.0,1044.67,1062.17,557400,1062.17
2013-10-07,1061.49,1061.49,1040.02,1041.68,437400,1041.68
2013-10-08,1041.79,1044.63,983.0,998.13,1369200,998.13
2013-10-09,1001.83,1001.83,972.4,989.03,1054300,989.03
2013-10-10,1006.41,1016.49,1002.0,1013.19,758500,1013.19
2013-10-11,1013.19,1028.35,1005.47,1010.63,830800,1010.63
2013-10-14,1006.56,1019.49,993.75,1017.63,431800,1017.63
2013-10-15,1016.15,1031.88,1013.0,1021.51,474800,1021.51
2013-10-16,1029.0,1039.0,1025.92,1035.2,398100,1035.2
2013-10-17,1031.51,1042.0,1025.89,1032.15,477100,1032.15
2013-10-18,1050.0,1056.02,1045.02,1048.25,925700,1048.25
2013-10-21,1053.29,1089.75,1051.0,1087.09,700600,1087.09
2013-10-22,1094.36,1098.7,1057.09,1075.63,847800,1075.63
2013-10-23,1073.48,1078.06,1056.03,1065.97,484300,1065.97
2013-10-24,1074.0,1082.78,1066.0,1080.4,483300,1080.4
2013-10-25,1086.21,1088.66,1067.2,1070.85,575500,1070.85
2013-10-28,1072.46,1075.0,1057.0,1060.15,371500,1060.15
2013-10-29,1065.43,1075.0,1055.1,1069.52,314500,1069.52
2013-10-30,1074.93,1078.0,1058.46,1068.55,362500,1068.55
2013-10-31,1082.0,1082.0,1044.0,1053.83,668000,1053.83
2013-11-01,1056.0,1056.87,1043.96,1052.5,534100,1052.5
2013-11-04,1057.07,1071.08,1047.08,1070.57,533800,1070.57
2013-11-05,1070.57,1085.39,1060.0,1082.23,517000,1082.23
2013-11-06,1079.03,1085.0,1051.32,1058.04,686800,1058.04
2013-11-07,1056.62,1062.6,1020.69,1022.89,1328900,1022.89
2013-11-08,1055.96,1077.14,1041.68,1073.2,1923900,1073.2
2013-11-11,1068.45,1109.5,1067.11,1096.5,896800,1096.5
2013-11-12,1103.02,1106.65,1092.55,1099.49,639200,1099.49
2013-11-13,1097.38,1125.89,1095.08,1124.2,882000,1124.2
2013-11-14,1133.0,1143.26,1128.93,1137.44,589300,1137.44
2013-11-15,1143.49,1144.76,1131.1,1139.53,706500,1139.53
2013-11-18,1139.5,1145.0,1120.96,1127.93,614900,1127.93
2013-11-19,1125.02,1133.77,1110.0,1118.42,539600,1118.42
2013-11-20,1148.3,1163.98,1139.45,1147.09,975200,1147.09
2013-11-21,1157.64,1163.49,1151.07,1159.11,493500,1159.11
2013-11-22,1160.0,1163.25,1152.83,1158.99,369900,1158.99
2013-11-25,1164.23,1165.58,1156.39,1159.17,361000,1159.17
2013-11-26,1162.95,1182.6,1155.6,1177.98,575400,1177.98
2013-11-27,1182.4,1193.47,1179.01,1187.19,437800,1187.19
2013-11-29,1194.2,1198.75,1190.15,1192.33,327500,1192.33
2013-12-02,1196.1,1196.59,1179.27,1188.5,435500,1188.5
2013-12-03,1181.16,1182.9,1171.12,1176.48,483200,1176.48
2013-12-04,1171.59,1184.99,1166.54,1181.67,462700,1181.67
2013-12-05,1180.69,1180.94,1169.94,1174.39,383700,1174.39
2013-12-06,1189.0,1189.0,1172.76,1180.4,417000,1180.4
2013-12-09,1183.06,1187.0,1174.7,1178.68,482400,1178.68
2013-12-10,1178.0,1192.26,1175.62,1188.92,438700,1188.92
2013-12-11,1192.59,1198.5,1175.1,1178.11,581900,1178.11
2013-12-12,1174.56,1183.47,1171.02,1175.24,404900,1175.24
2013-12-13,1182.03,1182.05,1169.18,1171.27,485300,1171.27
2013-12-16,1170.6,1178.66,1168.0,1174.25,430700,1174.25
2013-12-17,1174.09,1175.0,1156.21,1160.9,593200,1160.9
2013-12-18,1161.43,1188.62,1145.0,1187.99,878400,1187.99
2013-12-19,1187.9,1194.0,1183.72,1191.57,602700,1191.57
2013-12-20,1194.75,1196.69,1188.9,1190.95,775800,1190.95
2013-12-23,1194.47,1194.47,1180.04,1187.25,512500,1187.25
2013-12-24,1185.58,1188.4,1179.8,1179.9,254600,1179.9
2013-12-26,1183.2,1189.85,1178.08,1189.85,308100,1189.85
2013-12-27,1191.71,1191.74,1168.66,1170.31,516200,1170.31
2013-12-30,1172.35,1172.35,1151.0,1152.89,645700,1152.89
2013-12-31,1155.93,1162.4,1154.01,1162.4,444000,1162.4
2014-01-02,1159.97,1161.29,1140.0,1145.44,653300,1145.44
2014-01-03,1147.0,1152.69,1131.44,1132.68,622900,1132.68
2014-01-06,1132.28,1144.44,1113.01,1139.53,656600,1139.53
2014-01-07,1146.82,1165.89,1142.0,1163.07,669400,1163.07
2014-01-08,1163.99,1168.1,1156.51,1157.5,508700,1157.5
2014-01-09,1157.95,1162.83,1144.25,1153.69,474800,1153.69
2014-01-10,1156.41,1156.41,1142.44,1148.84,489700,1148.84
2014-01-13,1142.57,1163.48,1133.64,1139.72,612800,1139.72
2014-01-14,1138.82,1160.9,1133.03,1159.21,624000,1159.21
2014-01-15,1160.1,1174.34,1160.1,1172.86,576400,1172.86
2014-01-16,1170.52,1189.99,1170.52,1184.65,786400,1184.65
2014-01-17,1185.21,1186.86,1167.43,1178.04,610100,1178.04
2014-01-21,1181.5,1206.98,1176.5,1205.95,754700,1205.95
2014-01-22,1207.99,1214.19,1204.47,1213.29,632200,1213.29
2014-01-23,1207.0,1214.97,1196.15,1208.86,531700,1208.86
2014-01-24,1195.0,1203.16,1172.64,1179.93,867000,1179.93
2014-01-27,1181.07,1186.99,1138.22,1143.24,1203000,1143.24
2014-01-28,1154.4,1168.64,1150.17,1162.53,632500,1162.53
2014-01-29,1150.0,1157.7,1132.97,1133.79,684900,1133.79
2014-01-30,1145.16,1162.76,1141.77,1160.0,791600,1160.0
2014-01-31,1143.44,1161.04,1139.17,1144.89,810700,1144.89
2014-02-03,1143.83,1151.09,1107.25,1113.49,736600,1113.49
2014-02-04,1117.94,1128.83,1107.2,1126.12,553000,1126.12
2014-02-05,1123.24,1133.92,1103.9,1124.01,532300,1124.01
2014-02-06,1128.42,1145.51,1125.99,1138.34,452200,1138.34
2014-02-07,1159.37,1196.56,1157.53,1195.39,1393400,1195.39
2014-02-10,1190.99,1212.0,1187.04,1207.82,584300,1207.82
2014-02-11,1207.0,1215.95,1201.07,1213.93,544200,1213.93
2014-02-12,1222.94,1249.6,1213.93,1246.64,1145800,1246.64
2014-02-13,1241.48,1282.6,1239.22,1276.07,1222300,1276.07
2014-02-14,1276.08,1284.7,1269.15,1279.98,906600,1279.98
2014-02-18,1283.6,1313.82,1276.01,1301.64,1111300,1301.64
2014-02-19,1302.0,1309.0,1271.19,1273.76,1065600,1273.76
2014-02-20,1284.1,1286.0,1254.03,1283.0,1719100,1283.0
2014-02-21,1327.88,1333.12,1283.0,1315.65,2073200,1315.65
2014-02-24,1317.0,1324.0,1304.13,1313.67,825500,1313.67
2014-02-25,1316.89,1357.16,1315.15,1353.49,1215200,1353.49
2014-02-26,1358.52,1375.41,1342.0,1356.94,1097000,1356.94
2014-02-27,1357.13,1363.09,1350.0,1357.79,629800,1357.79
2014-02-28,1356.85,1367.05,1339.42,1348.84,926400,1348.84
2014-03-03,1330.94,1342.03,1321.0,1338.24,701400,1338.24
2014-03-04,1349.21,1369.0,1347.01,1368.32,670900,1368.32
2014-03-05,1365.97,1371.23,1356.5,1370.43,476900,1370.43
2014-03-06,1370.75,1378.96,1361.1,1364.4,484500,1364.4
2014-03-07,1372.55,1373.89,1354.05,1358.04,562500,1358.04
2014-03-10,1356.93,1358.84,1332.8,1343.44,630400,1343.44
2014-03-11,1347.69,1347.69,1323.62,1326.3,628100,1326.3
2014-03-12,1322.97,1338.98,1315.5,1332.58,633900,1332.58
2014-03-13,1337.99,1338.14,1294.63,1299.73,967200,1299.73
2014-03-14,1294.98,1296.97,1267.05,1267.93,865000,1267.93
2014-03-17,1273.16,1308.79,1267.0,1287.96,900600,1287.96
2014-03-18,1295.18,1305.39,1290.7,1304.43,566700,1304.43
2014-03-19,1307.69,1314.7,1277.57,1287.23,708400,1287.23
2014-03-20,1285.67,1300.0,1272.17,1292.39,636200,1292.39
2014-03-21,1316.99,1316.99,1267.64,1268.84,1170000,1268.84
2014-03-24,1275.0,1275.99,1211.9,1227.93,1436700,1227.93
2014-03-25,1232.08,1244.8,1203.28,1223.7,1418700,1223.7
2014-03-26,1229.57,1240.0,1188.57,1188.77,1065800,1188.77
2014-03-27,1188.77,1191.97,1156.41,1182.25,1630100,1182.25
2014-03-28,1189.18,1214.63,1182.62,1192.01,1164800,1192.01
2014-03-31,1205.46,1214.57,1190.26,1191.89,776700,1191.89
2014-04-01,1203.21,1251.84,1201.11,1251.37,1210600,1251.37
2014-04-02,1256.19,1276.74,1249.51,1266.66,1018000,1266.66
2014-04-03,1265.0,1265.82,1224.01,1237.45,1061200,1237.45
2014-04-04,1248.0,1249.99,1177.95,1178.08,2047200,1178.08
2014-04-07,1167.5,1189.86,1138.0,1169.73,1752800,1169.73
2014-04-08,1175.16,1196.99,1168.01,1187.54,1303100,1187.54
2014-04-09,1197.36,1235.09,1185.35,1234.63,1487500,1234.63
2014-04-10,1231.72,1234.85,1174.08,1177.3,1558400,1177.3
2014-04-11,1160.01,1177.09,1147.46,1156.21,1610700,1156.21
2014-04-14,1168.27,1187.97,1152.74,1167.21,976500,1167.21
2014-04-15,1171.97,1182.38,1141.33,1169.75,1028800,1169.75
2014-04-16,1177.5,1213.3,1174.18,1212.25,1412500,1212.25
2014-04-17,1205.74,1224.62,1203.0,1208.36,1059700,1208.36
2014-04-21,1212.6,1224.14,1204.37,1221.04,572100,1221.04
2014-04-22,1226.77,1237.15,1220.15,1230.0,669800,1230.0
2014-04-23,1231.73,1234.75,1213.71,1219.95,581900,1219.95
2014-04-24,1232.0,1235.45,1203.71,1217.03,611300,1217.03
2014-04-25,1212.0,1212.0,1154.0,1157.24,1395900,1157.24
2014-04-28,1158.0,1158.99,1107.27,1139.72,1538900,1139.72
2014-04-29,1147.58,1165.0,1133.2,1154.84,788000,1154.84
2014-04-30,1145.22,1159.94,1137.77,1157.75,621700,1157.75
2014-05-01,1163.92,1193.78,1156.39,1180.6,929400,1180.6
2014-05-02,1188.58,1196.19,1170.52,1179.93,692400,1179.93
2014-05-05,1170.15,1193.44,1160.02,1191.61,493600,1191.61
2014-05-06,1190.22,1191.54,1166.57,1168.36,600600,1168.36
2014-05-07,1173.01,1174.0,1124.41,1131.74,1155100,1131.74
2014-05-08,1096.61,1152.98,1087.26,1108.0,2618500,1108.0
2014-05-09,1115.61,1138.46,1111.52,1135.91,1192700,1135.91
2014-05-12,1143.97,1165.89,1143.01,1163.32,777600,1163.32
2014-05-13,1163.59,1172.0,1157.49,1159.91,593800,1159.91
